| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | X | O | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | O | O | 0 | 0 | 0 | X | O | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | O | O | 0 | 0 | 0 | X | O | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | O | X | 0 | 0 | 0 | X | O | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | O | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 | 0 | X | X | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | X | X | X | X | X | X | X | X | X | X | X | 0 | 0 | 0 | 0 | X | X | X | X | X | X | X | X | X | X | X | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | X | X | X | X | X | X | X | X | X | X | X | 0 | 0 | 0 | 0 | X | X | X | X | X | X | X | X | X | X | X | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
| 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
0, 0, 0, -1
0, 1, 0, -1
0, 2, 0, -1
0, 3, 0, -1
0, 4, 0, -1
0, 5, 0, -1
0, 6, 0, -1
0, 7, 0, -1
0, 8, 0, -1
0, 9, 0, -1
0, 10, 0, -1
0, 11, 0, -1
0, 12, 0, -1
0, 13, 0, -1
0, 14, 0, -1
0, 15, 0, -1
0, 16, 0, -1
0, 17, 0, -1
0, 18, 0, -1
0, 19, 0, -1
0, 20, 0, -1
0, 21, 0, -1
0, 22, 0, -1
0, 23, 0, -1
0, 24, 0, -1
0, 25, 0, -1
0, 26, 0, -1
0, 27, 0, -1
0, 28, 0, -1
0, 29, 0, -1
0, 30, 0, -1
0, 31, 0, -1
0, 32, 0, -1
0, 33, 0, -1
0, 34, 0, -1
0, 35, 0, -1
1, 0, 0, -1
1, 1, 0, -1
1, 2, 0, -1
1, 3, 0, -1
1, 4, 0, -1
1, 5, 0, -1
1, 6, 0, -1
1, 7, 0, -1
1, 8, 0, -1
1, 9, 0, -1
1, 10, 0, -1
1, 11, 0, -1
1, 12, 0, -1
1, 13, 0, -1
1, 14, 0, -1
1, 15, 0, -1
1, 16, 0, -1
1, 17, 0, -1
1, 18, 0, -1
1, 19, 0, -1
1, 20, 0, -1
1, 21, 0, -1
1, 22, 0, -1
1, 23, 0, -1
1, 24, 0, -1
1, 25, 0, -1
1, 26, 0, -1
1, 27, 0, -1
1, 28, 0, -1
1, 29, 0, -1
1, 30, 0, -1
1, 31, 0, -1
1, 32, 0, -1
1, 33, 0, -1
1, 34, 0, -1
1, 35, 0, -1
2, 0, 0, -1
2, 1, 0, -1
2, 2, X, 1
2, 3, O, 2
2, 4, 0, -1
2, 5, 0, -1
2, 6, 0, -1
2, 7, X, 3
2, 8, X, 4
2, 9, 0, -1
2, 10, 0, -1
2, 11, 0, -1
2, 12, X, 5
2, 13, X, 6
2, 14, 0, -1
2, 15, 0, -1
2, 16, 0, -1
2, 17, X, 7
2, 18, X, 8
2, 19, 0, -1
2, 20, 0, -1
2, 21, 0, -1
2, 22, X, 9
2, 23, X, 10
2, 24, 0, -1
2, 25, 0, -1
2, 26, 0, -1
2, 27, X, 11
2, 28, X, 12
2, 29, 0, -1
2, 30, 0, -1
2, 31, 0, -1
2, 32, X, 13
2, 33, X, 14
2, 34, 0, -1
2, 35, 0, -1
3, 0, 0, -1
3, 1, 0, -1
3, 2, O, 1
3, 3, O, 2
3, 4, 0, -1
3, 5, 0, -1
3, 6, 0, -1
3, 7, X, 3
3, 8, O, 4
3, 9, 0, -1
3, 10, 0, -1
3, 11, 0, -1
3, 12, X, 5
3, 13, X, 6
3, 14, 0, -1
3, 15, 0, -1
3, 16, 0, -1
3, 17, X, 7
3, 18, X, 8
3, 19, 0, -1
3, 20, 0, -1
3, 21, 0, -1
3, 22, X, 9
3, 23, X, 10
3, 24, 0, -1
3, 25, 0, -1
3, 26, 0, -1
3, 27, X, 11
3, 28, X, 12
3, 29, 0, -1
3, 30, 0, -1
3, 31, 0, -1
3, 32, X, 13
3, 33, X, 14
3, 34, 0, -1
3, 35, 0, -1
4, 0, 0, -1
4, 1, 0, -1
4, 2, O, 1
4, 3, O, 2
4, 4, 0, -1
4, 5, 0, -1
4, 6, 0, -1
4, 7, X, 3
4, 8, O, 4
4, 9, 0, -1
4, 10, 0, -1
4, 11, 0, -1
4, 12, X, 5
4, 13, X, 6
4, 14, 0, -1
4, 15, 0, -1
4, 16, 0, -1
4, 17, X, 7
4, 18, X, 8
4, 19, 0, -1
4, 20, 0, -1
4, 21, 0, -1
4, 22, X, 9
4, 23, X, 10
4, 24, 0, -1
4, 25, 0, -1
4, 26, 0, -1
4, 27, X, 11
4, 28, X, 12
4, 29, 0, -1
4, 30, 0, -1
4, 31, 0, -1
4, 32, X, 13
4, 33, X, 14
4, 34, 0, -1
4, 35, 0, -1
5, 0, 0, -1
5, 1, 0, -1
5, 2, O, 1
5, 3, X, 2
5, 4, 0, -1
5, 5, 0, -1
5, 6, 0, -1
5, 7, X, 3
5, 8, O, 4
5, 9, 0, -1
5, 10, 0, -1
5, 11, 0, -1
5, 12, X, 5
5, 13, X, 6
5, 14, 0, -1
5, 15, 0, -1
5, 16, 0, -1
5, 17, X, 7
5, 18, X, 8
5, 19, 0, -1
5, 20, 0, -1
5, 21, 0, -1
5, 22, X, 9
5, 23, X, 10
5, 24, 0, -1
5, 25, 0, -1
5, 26, 0, -1
5, 27, X, 11
5, 28, X, 12
5, 29, 0, -1
5, 30, 0, -1
5, 31, 0, -1
5, 32, X, 13
5, 33, X, 14
5, 34, 0, -1
5, 35, 0, -1
6, 0, 0, -1
6, 1, 0, -1
6, 2, X, 1
6, 3, X, 2
6, 4, 0, -1
6, 5, 0, -1
6, 6, 0, -1
6, 7, X, 3
6, 8, X, 4
6, 9, 0, -1
6, 10, 0, -1
6, 11, 0, -1
6, 12, X, 5
6, 13, X, 6
6, 14, 0, -1
6, 15, 0, -1
6, 16, 0, -1
6, 17, X, 7
6, 18, X, 8
6, 19, 0, -1
6, 20, 0, -1
6, 21, 0, -1
6, 22, X, 9
6, 23, X, 10
6, 24, 0, -1
6, 25, 0, -1
6, 26, 0, -1
6, 27, X, 11
6, 28, X, 12
6, 29, 0, -1
6, 30, 0, -1
6, 31, 0, -1
6, 32, X, 13
6, 33, X, 14
6, 34, 0, -1
6, 35, 0, -1
7, 0, 0, -1
7, 1, 0, -1
7, 2, O, 1
7, 3, X, 2
7, 4, 0, -1
7, 5, 0, -1
7, 6, 0, -1
7, 7, X, 3
7, 8, X, 4
7, 9, 0, -1
7, 10, 0, -1
7, 11, 0, -1
7, 12, X, 5
7, 13, X, 6
7, 14, 0, -1
7, 15, 0, -1
7, 16, 0, -1
7, 17, X, 7
7, 18, X, 8
7, 19, 0, -1
7, 20, 0, -1
7, 21, 0, -1
7, 22, X, 9
7, 23, X, 10
7, 24, 0, -1
7, 25, 0, -1
7, 26, 0, -1
7, 27, X, 11
7, 28, X, 12
7, 29, 0, -1
7, 30, 0, -1
7, 31, 0, -1
7, 32, X, 13
7, 33, X, 14
7, 34, 0, -1
7, 35, 0, -1
8, 0, 0, -1
8, 1, 0, -1
8, 2, X, 1
8, 3, X, 2
8, 4, 0, -1
8, 5, 0, -1
8, 6, 0, -1
8, 7, X, 3
8, 8, X, 4
8, 9, 0, -1
8, 10, 0, -1
8, 11, 0, -1
8, 12, X, 5
8, 13, X, 6
8, 14, 0, -1
8, 15, 0, -1
8, 16, 0, -1
8, 17, X, 7
8, 18, X, 8
8, 19, 0, -1
8, 20, 0, -1
8, 21, 0, -1
8, 22, X, 9
8, 23, X, 10
8, 24, 0, -1
8, 25, 0, -1
8, 26, 0, -1
8, 27, X, 11
8, 28, X, 12
8, 29, 0, -1
8, 30, 0, -1
8, 31, 0, -1
8, 32, X, 13
8, 33, X, 14
8, 34, 0, -1
8, 35, 0, -1
9, 0, 0, -1
9, 1, 0, -1
9, 2, X, 1
9, 3, X, 2
9, 4, 0, -1
9, 5, 0, -1
9, 6, 0, -1
9, 7, X, 3
9, 8, X, 4
9, 9, 0, -1
9, 10, 0, -1
9, 11, 0, -1
9, 12, X, 5
9, 13, X, 6
9, 14, 0, -1
9, 15, 0, -1
9, 16, 0, -1
9, 17, X, 7
9, 18, X, 8
9, 19, 0, -1
9, 20, 0, -1
9, 21, 0, -1
9, 22, X, 9
9, 23, X, 10
9, 24, 0, -1
9, 25, 0, -1
9, 26, 0, -1
9, 27, X, 11
9, 28, X, 12
9, 29, 0, -1
9, 30, 0, -1
9, 31, 0, -1
9, 32, X, 13
9, 33, X, 14
9, 34, 0, -1
9, 35, 0, -1
10, 0, 0, -1
10, 1, 0, -1
10, 2, X, 1
10, 3, X, 2
10, 4, 0, -1
10, 5, 0, -1
10, 6, 0, -1
10, 7, X, 3
10, 8, X, 4
10, 9, 0, -1
10, 10, 0, -1
10, 11, 0, -1
10, 12, X, 5
10, 13, X, 6
10, 14, 0, -1
10, 15, 0, -1
10, 16, 0, -1
10, 17, X, 7
10, 18, X, 8
10, 19, 0, -1
10, 20, 0, -1
10, 21, 0, -1
10, 22, X, 9
10, 23, X, 10
10, 24, 0, -1
10, 25, 0, -1
10, 26, 0, -1
10, 27, X, 11
10, 28, X, 12
10, 29, 0, -1
10, 30, 0, -1
10, 31, 0, -1
10, 32, X, 13
10, 33, X, 14
10, 34, 0, -1
10, 35, 0, -1
11, 0, 0, -1
11, 1, 0, -1
11, 2, X, 1
11, 3, X, 2
11, 4, 0, -1
11, 5, 0, -1
11, 6, 0, -1
11, 7, X, 3
11, 8, X, 4
11, 9, 0, -1
11, 10, 0, -1
11, 11, 0, -1
11, 12, X, 5
11, 13, X, 6
11, 14, 0, -1
11, 15, 0, -1
11, 16, 0, -1
11, 17, X, 7
11, 18, X, 8
11, 19, 0, -1
11, 20, 0, -1
11, 21, 0, -1
11, 22, X, 9
11, 23, X, 10
11, 24, 0, -1
11, 25, 0, -1
11, 26, 0, -1
11, 27, X, 11
11, 28, X, 12
11, 29, 0, -1
